step,sigma_hat_0,sigma_t,approx_coeff,residual_rms,sure_val,raw_grad_rms,eff_grad_rms,effective_alpha,step_rms,adam_ratio
26,0.152823,8.806214,3.0000,0.158341,3212.008942,0.474903,0.474903,0.005099,0.002421,1.000000
27,0.143641,8.478933,3.0000,0.147964,2909.942499,0.442947,0.442947,0.005275,0.002336,1.000000
28,0.144722,8.149728,3.0000,0.152269,3018.434710,0.453689,0.453689,0.005465,0.002479,1.000000
29,0.125533,7.819149,3.0000,0.133947,2282.893664,0.398286,0.398286,0.005669,0.002258,1.000000
30,0.124612,7.487746,3.0000,0.134785,2347.692545,0.403302,0.403302,0.005891,0.002376,1.000000
31,0.130100,7.156068,3.0000,0.150432,2586.162366,0.451261,0.451261,0.006130,0.002766,1.000000
32,0.116164,6.824666,3.0000,0.129271,2142.459628,0.387812,0.387812,0.006390,0.002478,1.000000
33,0.110321,6.494086,3.0000,0.118261,1698.064105,0.354784,0.354784,0.006672,0.002367,1.000000
34,0.114846,6.164881,3.0000,0.123588,1823.854651,0.370581,0.370581,0.006978,0.002586,1.000000
35,0.108237,5.837600,3.0000,0.115213,1730.286521,0.345466,0.345466,0.007313,0.002526,1.000000
36,0.115463,5.512797,3.0000,0.126722,2073.900241,0.379631,0.379631,0.007677,0.002915,1.000000
37,0.097241,5.191027,3.0000,0.116895,1727.812451,0.347807,0.347807,0.008076,0.002809,1.000000
38,0.092989,4.872847,3.0000,0.114665,1774.333911,0.342785,0.342785,0.008514,0.002918,1.000000
39,0.094485,4.558818,3.0000,0.126297,1999.213336,0.374087,0.374087,0.008995,0.003365,1.000000
40,0.098929,4.249507,3.0000,0.114074,1785.253431,0.341405,0.341405,0.009525,0.003252,1.000000
41,0.089406,3.945484,3.0000,0.119458,1803.461413,0.351789,0.351789,0.010110,0.003557,1.000000
42,0.082542,3.647326,3.0000,0.102720,1359.056836,0.302453,0.302453,0.010759,0.003254,1.000000
43,0.072057,3.355617,3.0000,0.086354,950.612443,0.248231,0.248231,0.011479,0.002850,1.000000
44,0.063718,3.070950,3.0000,0.073826,713.927028,0.215211,0.215211,0.012282,0.002643,1.000000
45,0.060352,2.793929,3.0000,0.069309,645.152707,0.201672,0.201672,0.013179,0.002658,1.000000
46,0.052297,2.525169,3.0000,0.057441,460.972656,0.170557,0.170557,0.014184,0.002419,1.000000
47,0.049505,2.265302,3.0000,0.053401,405.196023,0.159552,0.159552,0.015313,0.002443,1.000000
48,0.046393,2.014978,3.0000,0.050335,361.781906,0.149499,0.149499,0.016584,0.002479,1.000000
49,0.040440,1.774869,3.0000,0.041726,261.087636,0.124849,0.124849,0.018019,0.002250,1.000000
50,0.034367,1.545675,3.0000,0.034381,182.565166,0.103143,0.103143,0.019641,0.002026,1.000000
51,0.038175,1.328130,3.0000,0.037785,218.320708,0.113356,0.113356,0.021476,0.002434,1.000000
52,0.036554,1.123015,3.0000,0.036724,209.626216,0.110171,0.110171,0.023551,0.002595,1.000000
53,0.045267,0.931163,3.0000,0.045034,278.032504,0.135101,0.135101,0.025891,0.003498,1.000000
54,0.060164,0.753484,3.0000,0.062757,444.174626,0.188055,0.188055,0.028515,0.005362,1.000000
55,0.060056,0.590990,3.0000,0.062032,400.827210,0.186037,0.186037,0.031427,0.005847,1.000000
56,0.062307,0.444834,3.0000,0.062310,360.858931,0.186534,0.186534,0.034606,0.006455,1.000000
57,0.059770,0.316379,3.0000,0.054723,216.144701,0.164168,0.164168,0.037983,0.006236,1.000000
58,0.047972,0.207320,3.0000,0.036848,89.035324,0.110545,0.110545,0.041414,0.004578,1.000000
59,0.051856,0.119941,3.0000,0.027890,-80.869512,0.083670,0.083670,0.044645,0.003735,1.000000
60,0.054150,0.057790,3.0000,0.023425,-169.639019,0.070275,0.070275,0.047268,0.003322,1.000000
61,0.053223,0.029168,3.0000,0.022614,-158.271114,0.067842,0.067842,0.048583,0.003296,1.000000
